Produit,Année,Rendement_kg_ha,T2M,PRECTOTCORR,RH2M,GWETROOT,Valeur_Ajoutee_Agricole,Rendement_Relatif,Anomalie_T2M,Anomalie_Precip,Indice_Stress_Climatique
Oranges,2016,4301.088647784,25.070223683744132,-3.2823414181249317,77.22037051849834,0.66398507403408,809923095583.6907,0.9310499399914856,-0.8852319974029923,-7.638985112346887,0.0394152008354912
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2017,4696.574521245207,25.057226040236742,-198.00453854500964,75.2731485472295,0.6250406346087031,783799772265.7754,0.8995507625413256,-0.8982296409103839,-202.3611822392316,0.20414101669953788
Noix de karite,2013,3897.720686398969,25.41463401771721,-51.33273207769324,76.73986661190266,0.6543749959021664,816056781479.7413,0.9332231834760338,-0.5408216634299173,-55.689375771915195,0.027029629877217437
Noix de coco,2021,3193.8018473469833,25.043309321070073,-83.20818056525484,76.42111212702704,0.6479999062046541,749098916731.5775,0.8673833436773243,-0.9121463600770536,-87.5648242594768,0.07227094290046313
Riz,2017,1298.3795833849383,24.28117649080854,183.7914857701698,79.09110879038128,0.701399839471739,735538110282.2592,0.7667998484477166,-1.6742791903385843,179.43484207594784,0.26894799056332264
"Coton en graine, non égrené",2021,655.2575051382025,27.25540732636437,-126.81769877570511,75.98501694492253,0.6392780025625641,805179081918.3292,0.9177418799302547,1.2999516452172433,-131.17434246992707,0.15332054648482174
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2021,425.7074711371222,25.52236081030948,33.161004533857636,77.58480397801816,0.6712737432244765,879020728612.979,1.0115286955762335,-0.43309487083764586,28.804360839635677,0.012697323170813606
Sorgho,2014,791.7743018072991,27.209673436099447,-35.46082237202745,76.89858570895932,0.6575493778432996,796205228778.0774,0.8946939264838214,1.2542177549523208,-39.81746606624941,0.08499483125762969
"Huile, noix de palme",2010,5995.378159550752,26.223622896182,-280.81938944242876,74.4450000382553,0.6084776644292194,707817470017.0544,0.6988814901790615,0.26816721503487523,-285.1760331366507,0.32889716226320237
Choux,2024,11299.84917053223,26.19655109888314,94.03825071662166,78.1935764398458,0.6834491924610294,836401903750.7262,1.012324670241439,0.24109541773601761,89.6816070223997,0.03507751257514576
"Cacao, fèves",2023,844.577447682285,25.20699151649078,-181.6145605028314,75.43704832765127,0.6283186302171387,784528250323.2638,0.8222844038447171,-0.7484641646563429,-185.97120419705337,0.16635108545074434
Noix de coco,2019,3895.0130316477266,25.642943768778228,-67.47886605799417,76.57840527209964,0.6511457691061062,881882786881.5585,1.0578206127170264,-0.31251191236889886,-71.83550975221613,0.02552454661406627
Ignames,2016,8079.6756100092925,26.333128733415563,161.32775692216725,78.86647150190126,0.6969070937021385,803389955680.9689,0.8948164579262315,0.3776730522684368,156.9711132279453,0.10569156827256956
"Cacao, fèves",2024,914.8402713200011,24.463075043464425,12.21224559127155,77.37531638859231,0.6670839914359593,793774090485.3755,0.8906926051363057,-1.4923806376826994,7.855601897049595,0.11160684031117075
Ceréales n.a.c.,2012,738.1197899292684,27.076005995025305,-69.11558611808053,76.56203807149878,0.6508184250940889,768846977168.502,0.8262380812999031,1.1205503138781787,-73.47222981230249,0.08437432451099142
"Café, vert",2021,450.6802510545087,26.053096129083656,-108.21348170041341,76.17105911567545,0.6429988459776224,825050357736.9292,0.9462329724001721,0.09764044793653198,-112.57012539463537,0.05116481537911805
"Cacao, fèves",2021,748.5377735437944,24.918942053684017,235.5913979729752,79.60910791240934,0.7117598219123,731003149750.2524,0.7287797449041703,-1.0365136274631082,231.23475427875323,0.26759607134125807
Autres fruits n.a.c.,2020,4834.767265202497,27.350204605071063,-147.35960013354676,75.77959793134411,0.6351696222909957,789304121996.4741,0.840403609898418,1.3947489239239397,-151.71624382776872,0.18933750260417725
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2016,4948.083120629841,26.12318109529324,15.496321788262598,77.40815715056222,0.6677408066753575,833346482197.5648,0.9477230530774852,0.16772541414611597,11.139678094040642,0.001902960439679702
Ceréales n.a.c.,2018,901.887401922069,26.937774882138125,-35.05273088855066,76.90266662379408,0.6576309961399949,848079097764.4451,1.0095566149012918,0.9823192009910011,-39.40937458277262,0.054459945851801084
Fonio,2011,801.7366382739215,25.397355465099327,-11.853698722609419,77.1346569454535,0.6622708025731832,817495780307.6108,0.9643709026406823,-0.5581002160477986,-16.210342416831374,0.016624893362713663
Maïs,2023,1303.308927242409,26.49484634212043,-1.6145583885863308,77.23704834879372,0.6643186306399878,875591966434.9387,1.0404091062054674,0.5393906609733025,-5.971202082808286,0.014689735274515744
Patates douces,2010,3191.269768037218,26.054696061855456,205.3755852236322,79.30694978491591,0.7057166593624314,780326767063.5634,0.8946927889955443,0.09924038070832995,201.01894152941026,0.16212689207257452
Sésame,2022,309.40121267128416,26.097865516461702,12.603986416819126,77.37923379684779,0.6671623396010689,815372929201.5383,0.9473076761495348,0.1424098353145767,8.24734272259717,0.001286102707652149
Oranges,2018,4232.88182048095,25.92728956304059,-106.01584035209237,76.19303552915866,0.6434383742472866,805994587078.8198,0.9162853146447765,-0.028166118106537637,-110.37248404631433,0.04876800744867521
Choux,2013,11420.257691021896,26.439554728260873,43.81561786975119,77.6913501113771,0.6734046658916553,868998771073.9639,1.0231117625255406,0.4840990471137464,39.458974175529235,0.017945636942762196
Mils,2016,643.9765307136586,26.298114371642807,115.04802842452787,78.40367421692487,0.6876511480026106,853320884645.0084,1.0112520329459158,0.34265869049568176,110.69138473030591,0.05488107952266118
Maïs,2019,1207.8704769415222,24.74277941651083,68.59083725103535,77.93910230518995,0.6783597097679122,832478282578.4598,0.9642222323955314,-1.2126762646362932,64.2341935568134,0.09003331262818831
Mils,2021,636.9886886691525,25.523417964948262,81.59753847229031,78.0691693174025,0.6809610500121631,810339868723.0657,1.0002788543650432,-0.43203771619886455,77.24089477806835,0.03319745271538304
Ananas,2017,8463.796075806875,25.68761129087682,-24.8318332784463,77.00487559989513,0.6596751756620158,872393982723.224,1.0561145743643399,-0.2678443902703041,-29.188476972668255,0.006994899621899489
Noix de coco,2018,3093.9820034179324,25.872165865084042,-155.3130698498155,75.70006323418143,0.633578928347742,770085390386.9938,0.8402739379812725,-0.08328981606308353,-159.66971354403745,0.102324529365931
Oranges,2010,4625.7163781743,25.692282191426553,-45.271080180631685,76.80048313087327,0.6555873262815787,852513493961.6649,1.0013215976229048,-0.2631734897205717,-49.62772387485364,0.013314658192580067
Sésame,2019,284.2322494766428,25.142847082543195,-118.67605662742281,76.06643336640536,0.6409063309922205,790168467338.9231,0.8702467240312247,-0.8126085986039309,-123.03270032164477,0.09356481811999481
Riz,2015,1104.7077096183693,25.16462314586184,-261.01226350929363,74.64307129758666,0.6124390896158464,711179731077.5591,0.6524206904932885,-0.7908325352852863,-265.36890720351556,0.3129534325848398
Maïs,2016,1181.0397000156363,26.812135644951567,83.37754346146416,78.08696936729423,0.6813170510099978,804460807128.6761,0.9428036845311177,0.856679963804444,79.0208997672422,0.06167223841929732
Noix de coco,2024,2638.641895590963,24.568073369030024,-200.78208583605144,75.24537307431908,0.6244851251504948,750490268682.2399,0.7166111548422905,-1.3873823121170998,-205.1387295302734,0.26456907741194813
"Pois bambara, secs",2013,652.5723350403061,25.713289805057308,-129.92041777853734,75.95398975489421,0.6386574587619975,793270107721.6187,0.8445837609633091,-0.242165876089818,-134.2770614727593,0.07505353252815417
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2024,4866.082028582591,26.336298839588157,-85.52547036565582,76.39793922902302,0.6475364482445739,829134311820.0732,0.9320171072766362,0.3808431584410319,-89.88211405987778,0.03956725327805856
Fonio,2021,817.3572024071684,26.344926518621843,103.12327358707503,78.28442666855034,0.68526619703512,815620701674.8693,0.9831601369276017,0.3894708374747192,98.76662989285308,0.046603765383730233
Patates douces,2024,3491.0253665346277,26.008496471125536,-22.525294486506628,77.02794098781452,0.6601364834204038,850324592315.825,0.9787311787057396,0.05304078997841105,-26.881938180728582,0.003031220671486748
Ceréales n.a.c.,2022,863.7798126674654,26.526456701575228,-84.02132309166731,76.41298070176292,0.6478372776993716,813016013077.7406,0.9668996615743722,0.5710010204281031,-88.37796678588927,0.04754476831932773
Haricots secs,2019,513.062878650347,26.10648880253973,35.67830436541376,77.60997697633373,0.6717772031907878,827071577368.8292,0.972917955342939,0.15103312139260577,31.321660671191804,0.005064735896684813
Sorgho,2011,739.7266959711876,26.798513640181117,169.0045258222254,78.94323919090183,0.6984424474821501,793507740097.7256,0.8358808572502026,0.843057959033993,164.64788212800343,0.14397303647147575
Graines de ricin,2017,70.29946636922173,26.515889421290648,117.26524113992726,78.42584634407886,0.6880945905456906,792702703589.2233,0.8866244357104759,0.5604337401435248,112.9085974457053,0.06669770436318831
"Pois chiches, secs",2019,684.6695535887936,25.163079598443964,-131.98943176113426,75.93329961506825,0.6382436559654782,822986136801.1414,0.9067003108104857,-0.7923760827031615,-136.3460754553562,0.10575400199031113
Taro,2020,2208.5812477843533,25.348752827680276,-248.09379359854236,74.77225599669417,0.6150227835979966,725761610082.8627,0.7347786200672475,-0.6067028534668495,-252.45043729276432,0.2733293107774726
Noix de coco,2011,2911.2027713198636,26.434924484844068,196.6147910449034,79.21934184312862,0.7039645005266857,726812713901.4558,0.7906341453235997,0.47946880369694295,192.25814735068144,0.15934729757679422
"Noix de muscade, fleur de muscade, cardamomes, crues",2016,930.270672983875,25.83954393087743,-77.8142894515102,76.47505103816448,0.649078684427403,812233566128.3542,0.9098891558918965,-0.11591175026969619,-82.17093314573216,0.02768002570869076
Sésame,2020,317.1077731429114,25.934636779694763,79.74151864123328,78.05060911909192,0.6805898460459517,817394203525.1005,0.9709032006416747,-0.020818901452362634,75.38487494701133,0.022753188815990304
Ananas,2023,6148.305721732977,25.50311154081538,-233.2809703877807,74.92038422880178,0.617985348240149,739630691920.0776,0.7671871134667945,-0.4523441403317457,-237.63761408200267,0.23611730357097063
Ananas,2020,7582.884876234336,24.63311937603052,-114.23724136056687,76.11082151907392,0.6417940940455916,812344104840.2731,0.9461942563112327,-1.3223363051166026,-118.59388505478883,0.1436867034810253
Patates douces,2013,2977.255074294591,26.108720862447466,-178.8236357681343,75.46495757499825,0.6288768151640782,762403281083.8857,0.834692407596141,0.15326518130034117,-183.18027946235625,0.13539456992557908
Oranges,2017,4019.4656635433794,25.612810240337435,-107.62188305887743,76.17697510209081,0.6431171657059296,783531863093.9822,0.8700874525727373,-0.3426454408096891,-111.97852675309939,0.056027056720561685
"Cacao, fèves",2011,947.6899569977911,25.11784077221478,39.60146021091197,77.64920853478871,0.6725618343598875,802527184190.2761,0.9226752069428948,-0.8376149089323456,35.244816516690015,0.04004872514846766
Taro,2016,2809.1286080339814,25.828628255874996,87.44871883810632,78.12768112106065,0.6821312860853264,805439604097.4254,0.934576277994449,-0.1268274252721295,83.09207514388436,0.02842143159692558
Patates douces,2016,3504.0550381863527,26.718537283221306,-7.680087970906498,77.17639305297052,0.6631055247235238,833103972024.2185,0.9823841300752968,0.763081602074179,-12.036731665128453,0.029694208207918005
Noix d'acajou non décortiquées,2023,1329.310986873309,25.915823690010985,147.40038921368262,78.72719782481641,0.6941216201604415,772277719190.1176,0.8864699823547556,-0.03963199113614037,143.04374551946066,0.08192458726501563
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2018,5056.54962059084,25.840733602901867,-5.767446200418795,77.1955194706754,0.6634880530776213,842776151443.0917,0.9684980077404501,-0.11472207824525833,-10.12408989464075,0.0010680465466246267
Ananas,2010,7597.828419407713,25.471290355871897,91.68657365218247,78.17005966920141,0.6829788570481415,822819030637.5905,0.9480589153361776,-0.4841653252752285,87.32992995796052,0.04222686977579254
"Manioc, frais",2023,3384.650073321748,26.05791387951114,204.88227232388473,79.30201665591844,0.705617996782482,772448024792.7623,0.8604677954294516,0.10245819836401467,200.52562862966278,0.1613669950698857
"Pois chiches, secs",2019,599.1365051011509,24.12027447256097,-43.88737756495304,76.81432015703005,0.6558640668047144,748369980485.1869,0.7934298415135677,-1.8351812085861579,-48.244021259175,0.17770444576641048
Haricots secs,2019,501.94079957229627,25.613182679604652,-105.24811896862892,76.2007127429933,0.6435919185239792,817876193987.8221,0.9518272257539172,-0.3422730015424747,-109.60476266285087,0.053910356372764215
Fèves de soja,2022,771.3283218237826,26.96022890308552,-14.408575365655988,77.10910817902302,0.6617598272445738,847477210971.5853,0.9427520739341406,1.004773221938392,-18.765219059877943,0.051886995161683686
"Coton en graine, non égrené",2010,574.5019726434276,24.460411100458256,127.06476709914062,78.52384160367099,0.6900544957375332,791437860049.3054,0.8046371331316778,-1.4950445806888706,122.70812340491867,0.17198704911058504
Ceréales n.a.c.,2017,778.9893667592461,25.178958976108547,22.970386454141423,77.482897797221,0.6692356196085333,786201915242.1132,0.8719867540821022,-0.7764967050385786,18.613742759919468,0.03153324232491828
Choux,2020,11857.867244693101,25.364013080961904,93.78172968209257,78.19101122950052,0.6833978882541235,876460054802.9648,1.062316086444303,-0.5914426001852197,89.42508598787062,0.049477601481444894
"Coton en graine, non égrené",2011,750.650268841693,26.48577029648559,-31.487681459721845,76.93831711808237,0.6583440060257607,838587974607.6063,1.0513472695770611,0.5303146153384655,-35.8443251539438,0.019200942145045825
"Pois bambara, secs",2012,475.35387023191055,27.11286917977487,-218.9103494152582,75.064090438527,0.6208594724346534,664841721645.6234,0.6152209310009052,1.1574134986277442,-223.26699310948015,0.2663729011888804
Arachides non décortiquées,2021,675.1118152876986,25.590893448711327,87.56447392006694,78.12883867188026,0.6821544371017184,822601025359.0333,0.9214866217130424,-0.36456223243579844,83.20783022584499,0.034339453109500824
Ananas,2017,6421.224139041635,25.84962387470702,254.49325820781544,79.79812651475774,0.7155401939592682,763649227376.8835,0.8012419412947019,-0.10583180644010325,250.13661451359349,0.250833322244007
Mils,2020,619.0056720993709,25.96269789853092,63.02793116001059,77.8834732442797,0.6772471285497071,820659891886.8435,0.9720396853932508,0.0072422173837943075,58.67128746578863,0.01377190237720453
Sésame,2018,200.6335085271256,25.796424213444485,-301.5783827208269,74.23741010547133,0.6043258657735396,662560759795.5566,0.6142886806409698,-0.15903146770264093,-305.9350264150488,0.37564951193628926
"Pois bambara, secs",2017,615.8573385049976,25.582817483823828,227.94554866893682,79.53264941936895,0.7102306520514924,771338106065.7587,0.7970658258739669,-0.37263819732329906,223.58890497471486,0.20691095501638618
Noix de karite,2010,4255.243675142434,25.635138086473106,-30.514504627861623,76.94804888640097,0.6585386413921327,842735260652.268,1.0188241714804602,-0.32031759467401955,-34.87114832208358,0.009994156014090483
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2018,394.56534130060663,26.986224524492908,-35.927057410776456,76.89392335857183,0.6574561308355498,842154371703.8159,0.9375315024171554,1.030768843345783,-40.283701104998414,0.05961532671948756
"Huile, noix de palme",2013,7927.655055335455,25.986416356867075,-74.63115512610442,76.50688238141855,0.6497153112924842,804571777900.7233,0.924127091111393,0.03096067571995094,-78.98779882032638,0.02500421762197321
Patates douces,2013,3174.981607481324,24.616784644542292,-32.752853337643536,76.92566539930316,0.6580909716501764,788804224046.9523,0.8901262995243884,-1.338671036604832,-37.109497031865494,0.0951104662920649
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2023,369.2399398310664,24.445078888795226,-12.185104999189093,77.1313428826877,0.6622045213178672,815582787976.5829,0.8773555082186018,-1.5103767923519003,-16.541748693411048,0.11515642054310463
Autres légumes frais n.a.c.,2010,4509.02343070933,25.671560710366695,194.5151938509897,79.19834587118949,0.703544581087903,797671456093.4436,0.88525822627258,-0.2838949707804294,190.15855015676775,0.14867091451261685
"Autres espèces cultivées stimulantes, à épices et aromatiques, n.c.a.",2010,729.9235063674075,23.854031283899324,-56.86455885165191,76.68454834416306,0.6532686305473747,717297235361.7568,0.7110798893009328,-2.1014243972478015,-61.221202545873865,0.23579136743206597
Noix de karite,2024,3905.521824274616,25.14245198857113,-66.48507563893709,76.58834317629022,0.6513445271899176,788589762874.3984,0.9350909937448535,-0.8130036925759966,-70.84171933315905,0.053122946999422604
Fèves de soja,2022,854.9777006964426,25.953831844631257,31.477235971467312,77.56796629239426,0.6709369895119985,854895887615.6349,1.0449920970011521,-0.0016238365158690428,27.120592277245358,0.002942237944125835
Maïs,2021,1147.7427475013349,25.71149842134639,75.15778772794883,78.00477180995908,0.6796730998632948,820945366731.5836,0.9162232998804363,-0.24395725980073438,70.80114403372687,0.0230269652164123
Mils,2016,411.4732237063396,26.48399988423377,-297.97030080880273,74.27349092459156,0.6050474821559445,672173993125.2365,0.6461464263530187,0.5285442030866468,-302.32694450302466,0.37957427422096474
"Coton en graine, non égrené",2016,536.1453448918908,26.90809643638823,250.01763781554135,79.753370310835,0.7146450698808133,710964220990.4928,0.7509155299688787,0.9526407552411071,245.6609941213194,0.286773516558017
Noix de coco,2022,3300.8094818316563,25.751110375250683,163.03174116223147,78.88351134430191,0.6972478905501514,800969565049.348,0.8964448334736989,-0.20434530589644304,158.6750974680095,0.10279899642802481
"Autres espèces cultivées stimulantes, à épices et aromatiques, n.c.a.",2010,982.3074805215052,26.82377801826223,-78.14732496027385,76.47172068307685,0.6490120773256502,859248544965.1969,0.9569483492659574,0.8683223371151053,-82.50396865449581,0.06492680343162004
Arachides non décortiquées,2013,417.37541615441285,25.588817718307947,-319.9188436190382,74.05400549648921,0.6006577735938974,645410485410.0017,0.5696920917526905,-0.3666379628391767,-324.27548731326016,0.42733953647875245
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2012,2179.848666538674,25.546223870976938,-346.0278847869823,73.79291508480976,0.5954359653603086,586576526478.8729,0.4175137690969002,-0.4092318101701857,-350.38452848120426,0.49945080491874166
"Cacao, fèves",2011,960.7487620182304,25.256832993287134,-94.42916767232988,76.30890225595628,0.6457557087832391,825533872734.7008,0.9353893182782426,-0.6986226878599912,-98.78581136655184,0.06343822910902777
"Pois chiches, secs",2010,764.6614079107691,25.009910165397574,-70.02934872086747,76.55290044547091,0.6506356725735315,841557407526.369,1.012632638012525,-0.9455455157495506,-74.38599241508943,0.06683591958801516
"Coton en graine, non égrené",2024,663.0363500123436,26.67461226645018,-39.03826495379506,76.86281128314164,0.6568338893269461,772144624091.1122,0.9286367901945398,0.7191565853030545,-43.394908648017015,0.033391782095516444
Arachides non décortiquées,2023,630.2530489113125,24.910804488184024,-173.41334888151718,75.51906044386442,0.6299588725414016,793800321309.0098,0.8602571303216422,-1.044651192963101,-177.76999257573914,0.18097348678947492
Noix d'acajou non décortiquées,2019,1288.482963102778,25.041961645749858,-71.22240153167814,76.5409699173628,0.6503970620113694,764050272888.3792,0.8592432326559722,-0.9134940353972676,-75.5790452259001,0.06457233594435383
"Cacao, fèves",2010,882.9778445682001,26.999599714638705,114.77635714156962,78.40095750409529,0.687596813746019,761844855349.6786,0.8596712030629382,1.0441440334915801,110.41971344734766,0.10328189060498078
"Cacao, fèves",2024,758.6724648461103,25.60066239465042,233.67425486603776,79.58993648133996,0.7113763932909126,699407208967.6935,0.7386469259644086,-0.3547932864967044,229.3176111718158,0.21664018098134902
Fonio,2015,777.5112765100308,25.995475042772497,78.01962903490943,78.03339022302868,0.6802454681246869,798798169041.3247,0.9352313661947274,0.04001936162537239,73.66298534068747,0.021785019102454464
Fèves de soja,2022,730.6870591553782,25.370725788430647,-104.5991342505672,76.20720259017392,0.6437217154675916,804113803912.0284,0.8930784996806416,-0.5847298927164789,-108.95577794478916,0.06458089856202806
"Café, vert",2012,427.9913519177703,26.299502205428627,-148.94693424412455,75.76372459023834,0.6348521554688802,816445413173.6405,0.8985961291606244,0.3440465242815032,-153.3035779383465,0.09992634857830386
Choux,2010,10308.518048688895,25.71045822647007,30.168744735144006,77.55488138003103,0.6706752912647338,814234963648.0857,0.9235138431343668,-0.24499745467705406,25.81210104092205,0.005666245880498835
"Cacao, fèves",2012,956.7943257903877,26.2607864420648,105.82902193667321,78.31148415204632,0.6858073467050397,801393600887.7966,0.9315392613709963,0.3053307609176731,101.47237824245126,0.04584791786284464
Noix de karite,2022,4004.576607175991,26.370820026278214,66.66032241136706,77.91979715679327,0.6779736067999784,820450225305.7699,0.9588074750618234,0.41536434513108733,62.30367871714511,0.02415337048706581
Arachides non décortiquées,2017,606.5252404521525,26.04844717934297,-193.03898848888335,75.32280404779075,0.6260337446199283,757934074953.5983,0.8278701129971598,0.09299149819584218,-197.3956321831053,0.15629251335670657
Noix de karite,2022,3576.4498892379775,26.939761710886803,190.67733607461673,79.15996729342575,0.7027770095326284,787142182186.7667,0.8563019825468161,0.984306029739676,186.32069238039477,0.187304519645533
Autres fruits n.a.c.,2022,5600.7636203485445,25.162008795434236,-87.20707836560814,76.38112314902351,0.6472001266445834,821524813611.9813,0.9735529564382266,-0.7934468857128888,-91.5637220598301,0.06501355881217336
Ignames,2011,8730.517388409444,26.801295010583118,-54.987970625419514,76.70331422642539,0.6536439481926212,824415348458.3636,0.9668965714021936,0.8458393294359935,-59.34461431964147,0.04985934155602454
"Manioc, frais",2016,3120.9540948025196,27.469868246536095,-128.3437902530826,75.96975603014876,0.6389727842670885,747120210122.4292,0.7934292855732857,1.5144125653889686,-132.70043394730456,0.18510989158961164
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2015,4699.76835666364,25.273989602984983,143.74910084428424,78.69068494112243,0.6933913624865619,791727194559.4923,0.9001624886138251,-0.6814660781621413,139.39245715006228,0.10094082922561227
Fèves de soja,2015,590.8410160037778,25.088321764853497,255.40066301743633,79.80720056285395,0.7157216749211923,693347693941.8163,0.7221523927526312,-0.8671339162936278,251.04401932321437,0.2896884599911539
Fonio,2016,858.0163776824916,25.858397957215587,11.382113848292956,77.36701507116251,0.6669179650873637,860688491530.211,1.0320671266908568,-0.09705772393153919,7.025470154071002,0.0006684390122815135
"Café, vert",2012,444.66593512954876,25.398328069578604,-70.0338486542566,76.55285544613702,0.6506347725868538,823496803376.5243,0.9336055186315351,-0.5571276115685219,-74.39049234847856,0.037655340185998476
"Tomates, fraiches",2022,3499.5492673483773,24.846860717211865,122.49130269654799,78.47810695964507,0.6891398028570146,771045674094.1692,0.8240287219142794,-1.1085949639352612,118.13465900232603,0.11727233033351456
Fèves de soja,2013,667.6322464606168,27.7034492674503,118.30425775949168,78.43623651027451,0.6883023938696033,796579508549.3911,0.8160100791940723,1.7479935863031746,113.94761406526972,0.2047103138925223
Noix de coco,2023,2219.2610746815308,25.183145511074834,273.57682216712203,79.98896215435082,0.7193569067511295,665298776749.8566,0.6027143146182377,-0.7723101700722905,269.2201784729001,0.31974116792777524
Ignames,2012,8151.401771420098,25.50419553490055,-100.52553390443019,76.24793859363528,0.644536435536819,759660170451.051,0.9027600626935754,-0.4512601462465766,-104.88217759865215,0.05418287069086493
Graines de ricin,2021,74.2293860624679,26.88483725290996,-100.9634305232024,76.24355962744757,0.6444488562130646,802590459673.7882,0.9361890058326948,0.9293815717628372,-105.32007421742436,0.08755677742927319
"Pois chiches, secs",2013,762.7474538298165,25.46014378538699,27.339716721319135,77.52659109989278,0.6701094856619689,835256403726.334,1.0100980098097951,-0.495311895760136,22.98307302709718,0.014379580287150522
Choux,2020,11215.27754107394,25.758801303798826,45.712137559933,77.71031530827892,0.6737839698296917,855963716411.2964,1.004748113633373,-0.19665437734829966,41.35549386571104,0.008774754698019825
Riz,2011,1522.4170279008745,26.188197429897784,174.47337099472506,78.99792764262683,0.6995362165166501,809775085690.5259,0.8991123714570233,0.2327417487506582,170.1167273005031,0.11846723971031066
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2020,5211.7964517100545,25.57651171839116,-86.11447350430926,76.3920491976365,0.6474186476168432,866092977432.5193,0.9982329570495025,-0.37894396275596587,-90.47111719853122,0.03992001853406122
"Manioc, frais",2013,3684.967845600777,24.290135395408193,2.849645434932322,77.28169038702892,0.6652114714046915,825527721752.0887,0.9368165363164553,-1.6653202857389324,-1.5069982592896334,0.13867366687969399
Graines de ricin,2023,73.19733771875858,25.241746838158086,-82.97308699002807,76.4234630627793,0.6480469249196994,797169002786.5409,0.9231727010493654,-0.7137088429890404,-87.32973068425002,0.055974943073572286
