Produit,Année,Rendement_kg_ha,T2M,PRECTOTCORR,RH2M,GWETROOT,GWETTOP,Valeur_Ajoutee_Agricole
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2015,432.7989534681436,25.984970037891586,3.2453822174076223,73.61890479539731,0.5781583009888359,0.591562806781417,670334715957.5302
Fonio,2020,856.9380072056109,25.184558795171988,5.067681547680574,78.18593423478882,0.7076961177653528,0.7309045061261055,863240690490.687
Haricots secs,2016,464.2,26.5448087431694,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
"Pois bambara, secs",2018,757.540751736573,25.207040368126535,4.490829439643395,78.94657362198633,0.7130047141749317,0.7197709890778535,824108836999.6335
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2019,5166.664402623066,26.189779470941495,4.8619364448408895,80.14237650987607,0.7268440238034546,0.7027406655453756,871563065829.4342
"Cacao, fèves",2018,1055.5065587971562,25.302065746445386,4.42264562610173,78.73648586128543,0.6755288943845681,0.6937341872007949,814381079862.7704
"Tomates, fraiches",2017,4166.6165804123375,26.64046080501234,3.994857233942633,76.81886060359423,0.6560812757707934,0.6530728210943,762221160637.2173
Noix de karite,2023,4450.078125684993,26.56527046106508,4.581547318315203,77.36584275148935,0.6994331106169459,0.6960181517229539,1013904828900.7229
Bananes,2021,13551.633147923736,26.01389251698914,3.9985259407090425,82.07159700160561,0.6813214547083659,0.6803472327249153,908812012232.1483
"Café, vert",2017,452.6363344506792,26.08891737164168,4.032033153082702,79.60193295932933,0.6467278317952504,0.6789100111703578,785424406662.8661
Graines de ricin,2023,80.07514781550726,25.98269465125942,4.437364122926554,79.79705085153637,0.6694569996334351,0.6887099877678008,993282857336.7305
Taro,2018,2998.9169806001373,25.327879657861388,4.632845600679055,76.60775691322284,0.6852043194415467,0.7181413157289083,814123574001.3579
"Tomates, fraiches",2019,4091.932903512007,26.120833784245082,4.968181151945322,80.90768291561001,0.7174255233351677,0.7231452379990614,871768331686.9349
"Noix de muscade, fleur de muscade, cardamomes, crues",2019,1026.5243176817662,25.544437643132934,4.896153546585788,78.85578111277043,0.7157890119479301,0.7470516483598649,868966041230.1871
Fèves de soja,2019,811.5389974921371,25.087837189341638,5.064050251488614,80.33660855624592,0.737284704066187,0.7255691176021052,853639596528.4314
Arachides non décortiquées,2018,739.0917698480263,25.382683708105088,4.284013293845356,77.8740562132718,0.6618772981794133,0.7101347557267033,815877366367.3936
"Pois bambara, secs",2022,786.3055972459482,25.25473136545999,5.053529777957346,77.70921162201118,0.6684642185218672,0.673408059992476,940182020193.5521
"Autres espèces cultivées stimulantes, à épices et aromatiques, n.c.a.",2023,1000.2080807908746,26.49925866753048,4.44403554999089,80.60331432555286,0.6834078844221387,0.7052964771097081,1003326278116.0872
Ignames,2020,9034.6,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Tomates, fraiches",2015,4363.638138298524,26.06342804630658,3.249505902311829,73.95090804739594,0.5857898197373301,0.5909077674845643,682375913183.7035
Haricots secs,2021,547.3557737435614,26.21454138833905,3.8596670145861776,81.43766047306826,0.672679844854906,0.6694418061158801,893093221283.1083
Bananes,2015,12856.694959192902,26.332776474847396,3.0889194423212785,71.93727055716242,0.593551007354507,0.5803609285168189,676950721804.2745
Noix d'acajou non décortiquées,2021,1541.6272019206242,26.420307089672523,3.9320542478675518,78.94059288236045,0.6710465350936466,0.6752451707646828,888514268405.9863
Taro,2020,3205.9940858518944,25.709553742973426,5.127706626136969,79.0966625226337,0.7130858996419319,0.7150692757950516,859495330263.882
Patates douces,2015,3763.0577721580203,26.642852280483556,3.144068798020046,75.84187737950158,0.558425326064623,0.5815987145992972,681526912618.6307
"Manioc, frais",2023,3976.1304367786265,26.14794647197865,4.611670336771878,78.66106620892864,0.686182787765208,0.7125909142466028,1013165032731.9685
"Pois bambara, secs",2021,767.2078290679226,25.390377224035415,3.9337592128752346,77.8855896254636,0.6944483220015643,0.7048619528133904,893683719283.4828
Noix de karite,2021,3960.843558990439,26.960974552528,3.8865147297133347,78.3114779063438,0.6712279800676173,0.6635391871183551,891962683770.6042
"Coton en graine, non égrené",2015,736.5899047356032,26.45066619344256,3.1632736371935235,73.18770306984884,0.5640634194346856,0.5902914102843186,671301648707.3188
"Coton en graine, non égrené",2021,728.661282619002,25.050062106284052,3.863813489043931,79.50077158671647,0.6571584160576676,0.6720428849580962,888914938827.6589
Bananes,2020,13182.2,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Autres espèces cultivées stimulantes, à épices et aromatiques, n.c.a.",2015,1000.9098604289962,26.129631405494617,3.0462461580405775,75.24328595424628,0.5856697327839895,0.5780170521833607,675076347960.15
Noix d'acajou non décortiquées,2023,1526.4053909539043,26.225636345916485,4.5421768223465335,76.308114104988,0.6876301658350991,0.6894598446786021,999177259484.407
Autres fruits n.a.c.,2018,5760.622098858352,25.643191466880758,4.277189800023184,76.61741806509924,0.7020332824724145,0.6747705315212187,827604344910.8685
Arachides non décortiquées,2023,748.9638560512066,26.412721907419943,4.434273985537239,77.29421533890499,0.7146616438356165,0.6965265191552233,1008743536490.9867
Fonio,2020,868.039093691845,25.423948906842245,4.949101552371405,78.88313844488489,0.7415829404166991,0.7251202403505934,862211890036.7341
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2016,417.2827454317214,27.50026650602048,4.088552045810092,71.65462250820687,0.6315189323436958,0.6218089656469483,735380420676.6133
Maïs,2017,1238.3597174576275,25.892760993436596,3.929528519319979,78.98001830961654,0.6738548194947815,0.6704182937109786,773682501898.2086
"Huile, noix de palme",2020,8640.19567960699,26.0947855473917,5.044802018848289,78.08118903442616,0.7206126631437951,0.7265506732416135,847669199658.3954
Riz,2017,1534.7676571020097,27.313714871113817,4.133424276267291,77.8384038694574,0.6531432925151099,0.6596255003412294,785937170668.7089
"Noix de muscade, fleur de muscade, cardamomes, crues",2021,1045.9453315323115,25.965943539236168,4.048851173938585,82.93835804167877,0.6735962029803473,0.6718983117580419,887954937662.0314
Arachides non décortiquées,2020,757.6533425311615,26.58772914098032,5.022269234566228,78.43942331255785,0.7140489627332491,0.7469216946797086,865100842080.2273
Noix de karite,2018,4305.266376924068,25.730219449746347,4.389416844261334,76.2654336565833,0.7012275952391053,0.6930807617758782,821927988618.9147
Noix d'acajou non décortiquées,2022,1490.962459839003,25.703016399798503,5.026882918798798,77.65108717362754,0.6534680606265789,0.6669407001378522,960382796559.9846
Noix de karite,2022,4229.421981977037,25.601081763880465,4.9565691753334855,75.84714053446325,0.6704473491903101,0.6718714809793292,937725618657.7194
Fèves de soja,2018,735.2676627451821,25.46803582977524,4.456095495031167,78.11158307020797,0.6846966518690032,0.7113273027442093,813759375723.2438
Ananas,2021,8015.920687680885,25.829121508498893,3.937564865184417,76.22421550147254,0.661396579033704,0.6950431851783153,910721173835.9552
Bananes,2016,12425.469387172541,27.026313000163345,4.139698731208995,74.16319461802959,0.6162506431932109,0.6320768617242364,725283102522.1842
Ignames,2020,8592.366059695143,25.617583391886352,4.98068747845741,78.03080358059998,0.7552004355929945,0.7381148009915598,858369610623.7983
"Coton en graine, non égrené",2018,778.4200222619984,25.43399646246611,4.383542884585318,78.170105261052,0.6763209021167331,0.667425987008959,811031581762.7444
Autres légumes frais n.a.c.,2021,5278.684229791732,26.053096380872198,3.891509203570545,79.38465478984364,0.650530838718014,0.6971554807303908,895442304170.483
Maïs,2015,1422.1660110106536,26.85972786265339,3.24201253885518,73.27636002076049,0.5802100652854466,0.5982345834218112,671366973209.2437
Fèves de soja,2015,643.0955679814973,26.627553562456004,3.19280773833143,74.66649026090187,0.5776885889006684,0.5918917383773784,670715678748.1029
Noix de karite,2016,3925.5876321276705,27.238720152398024,4.107975257249372,73.24502851353346,0.6369093418707918,0.601435694020934,727740345950.8518
"Autres espèces cultivées stimulantes, à épices et aromatiques, n.c.a.",2023,1029.0,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Ananas,2019,8525.56008583364,26.014198156017255,5.087646931706471,76.768403423349,0.7129807337611868,0.7653125518298004,867098089545.1016
Riz,2015,1751.0065749394396,26.437424647990888,3.114534037039678,73.93095638866387,0.5915340769427406,0.5758164382165316,672429802844.6125
"Tomates, fraiches",2023,4221.032306707516,26.30882341301908,4.617065569914979,77.1522058785667,0.6792790805181342,0.6775889514717628,978160126405.2383
Oranges,2021,4475.037643352753,25.51346853898441,3.873114583637471,78.47855017040419,0.6587231547535349,0.6968280458183848,892572740056.1993
Noix de karite,2019,4215.158629157483,26.03448896106732,4.987760306385293,77.06486151186816,0.7371248807516133,0.7206514222897018,869216611872.8005
Oranges,2018,4614.9,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Haricots secs,2018,559.2352435461218,25.41685285520902,4.43326581648634,77.2298688591,0.6656344379464161,0.7140550802337002,813052075553.0475
"Pois chiches, secs",2019,759.2588572554213,26.100128820482155,5.135583087208939,78.18882027038724,0.7299568816374501,0.7393932080841343,866210760146.0125
Autres fruits n.a.c.,2022,5703.655418663848,25.72259502600773,5.0346289181735004,77.74890717213633,0.658766333126222,0.6749464652938837,950027702496.5321
Noix de karite,2023,4318.692850680879,26.873017170510508,4.57168032658987,79.08733041745292,0.6945892289260116,0.694737446127878,1008075976417.7224
Tabacs bruts ou non fabriqués,2023,454.398390256801,25.805538851281536,4.546138852102568,80.24969057046769,0.667927432460504,0.6876602107875968,1003678826744.4006
Ananas,2020,8115.945745267401,25.48305854893346,5.072085646585107,80.2090825215154,0.7409558813704378,0.7428951732854738,856736772200.2571
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2017,424.9881325793794,26.999906767429152,4.038302038556114,77.26571469441257,0.6336423793054706,0.656440718889589,791196327446.6848
"Pois bambara, secs",2018,788.2450993505865,25.080596560491358,4.382908466440288,77.21703359794978,0.6813147537293385,0.7128483888978001,807394353668.7614
Fèves de soja,2022,983.8788436168105,26.098928134144817,4.7928095848141465,79.62511306208258,0.666136978530149,0.6870969664948222,943142422615.2017
Oranges,2016,4854.390955733558,26.134708955217153,3.983723109865181,76.26162611756514,0.6239023525763017,0.619216265237151,750788249676.5251
Ananas,2016,7882.675025112589,26.67284969655653,3.9810830391763448,72.35913606389995,0.6361952765245538,0.6292770859679272,731826756891.2632
Graines de ricin,2015,83.6050630708922,26.16730576454732,3.324044302060629,71.31595278682919,0.5863205220400433,0.5745650937666,679306901977.5176
"Café, vert",2022,563.6246732872186,26.362636680479525,4.858385149757374,74.50414962241011,0.6640010964122496,0.6813186876864261,938625134067.8351
Autres fruits n.a.c.,2019,5834.79677694388,25.808943144910998,4.895760055471926,82.25190448781088,0.7142493830118777,0.7147840487067524,860091100407.1227
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2023,416.96870839476765,25.949851276098457,4.6114975757224705,78.03638087351882,0.6781009460864723,0.6718124843163461,1001862834866.4631
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2020,465.02557702792427,25.47415737646432,4.790581406612839,80.21570104564641,0.742906235241461,0.721533374376606,851453093221.3866
Noix d'acajou non décortiquées,2015,1455.549324891527,26.80056150600226,3.277535096411614,72.76512453259065,0.5552898370340958,0.5954406606517795,669683262759.6736
Arachides non décortiquées,2021,740.8248197216493,25.732257332409024,3.896865158409757,80.88992311884948,0.6921350588463322,0.6907640994066426,902436151980.353
Sorgho,2016,816.9292600820035,25.879325506962417,4.220263995364985,75.22368909791817,0.6206781112044206,0.6402645775387577,726746199170.4048
Autres légumes frais n.a.c.,2019,5124.3332016595405,26.43967152294201,4.890344966736806,78.79092497075777,0.7190550772441171,0.7377727868525245,859606219708.3772
"Coton en graine, non égrené",2019,637.7892397388852,25.452183678467822,5.035803235916967,80.04972878396835,0.7441349949694719,0.7095894299020937,870216427970.0023
Maïs,2015,1382.1930338521258,26.64904431697871,3.214726930926877,72.66892305229753,0.5623068824803803,0.6071138124513772,683307052585.7477
Mils,2018,579.2982085603556,25.946510933912574,4.437996961106298,77.67210581042863,0.6592048126691027,0.697894550128383,821207476159.6432
Oranges,2023,4747.628899202954,25.920773263026728,4.483538823668254,80.25150751168566,0.7019533210720219,0.6627928281265569,1005659933404.3822
"Huile, noix de palme",2019,8897.179988633115,26.066671581941627,4.970528269926825,79.66081393046872,0.727209028732443,0.7094426995121066,868036594198.8547
Noix de coco,2016,3543.1152735340265,25.665459422029457,3.885584709126176,73.82861509107846,0.6400826388153464,0.6246088352973026,723889216645.2279
Noix de coco,2019,3842.960760779151,25.335854127667147,4.984820695800462,80.66799238716574,0.7204917930458659,0.73201424066144,858939270116.0509
Noix de coco,2016,3625.007168339773,26.481171205340498,4.087363306245018,75.12163952668264,0.6071596794481502,0.6219838308889105,733922563028.5443
"Huile, noix de palme",2019,8622.64764530884,25.656284943865174,4.826592813189524,78.72438567993417,0.7064276451186472,0.7256447672921273,873045496255.9352
Taro,2019,3202.3624377376705,26.40352018498457,4.99506979457379,80.00430583620123,0.7040792885343313,0.7323598448217046,855537527663.7426
Fèves de soja,2022,1008.8285482505681,25.020228454905357,4.942801684431202,78.31557126010702,0.6576304215069352,0.6614191002865776,947382548556.0475
Ananas,2016,7828.520617822306,26.45703487310823,4.163812288227737,72.23743951628803,0.6424702521085767,0.6012406393907322,738595152055.5325
"Huile, noix de palme",2021,8610.770598855017,25.95494392691726,3.9871643622419874,77.05885351217779,0.6635255187637139,0.6898686560114955,887872702218.457
Ceréales n.a.c.,2016,863.5278000713555,27.03074127575121,4.09510629412876,75.49721656803052,0.6338027000927242,0.6168297912049903,727095735041.3065
"Noix de muscade, fleur de muscade, cardamomes, crues",2016,989.5777232924813,26.52200600611992,3.9349468099484133,76.48298304328758,0.62359782581665,0.6088055339028513,733604238632.1477
Noix de coco,2022,3654.5,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Sorgho,2021,902.4864003683365,25.844597205272024,4.031549073133165,80.30171393096857,0.673832087015035,0.6761234232434212,915047004844.4092
Riz,2022,1654.0245624277825,26.170407205540467,4.911500665154487,78.54191962837399,0.6497381956344276,0.6799783166887597,937123126280.5544
Autres fruits n.a.c.,2016,5813.727615722435,27.32283016402037,4.03250008638461,73.6557249781931,0.6015895001624935,0.6114617735236795,722410831773.1161
Graines de ricin,2017,78.88478513393201,26.437550240432913,3.921759617278208,77.75762599578239,0.6348402278827087,0.654189027814356,779361909202.1525
Choux,2016,11322.7,26.5448087431694,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
"Coton en graine, non égrené",2015,723.6639278422967,26.940785273484362,3.260287993499513,70.06536301369862,0.5793796371549741,0.5972645336470664,685767441072.1273
"Huile, noix de palme",2022,8270.325297678964,25.50486026490539,5.067301009579463,77.92779449148699,0.6669561974148792,0.676580830928307,939865599182.6632
Bananes,2021,13490.93170486147,25.935456924514337,4.012536873900531,76.88099939535708,0.6805747767168614,0.6941277366806113,880210394455.0306
"Tomates, fraiches",2017,4245.848135645786,26.87536018459662,4.009616292927893,77.5263531412005,0.6433834222923397,0.6572235865965647,773120455345.939
"Pois chiches, secs",2021,758.0399284759865,25.18024026381118,3.851643451690385,78.0300182273796,0.6816283574055423,0.6997578625427713,909695537468.5713
"Cacao, fèves",2018,1072.7245746731762,25.047852725657332,4.282836868485123,76.52538022908624,0.6805780002720205,0.6630224643170594,839476562806.5741
Patates douces,2021,3513.0823342852655,26.264958647559535,3.9600495405992873,81.5903987802265,0.6603075859234173,0.6928920493128164,897177962836.0004
"Café, vert",2016,396.2041448720232,26.05309116916507,4.107388205549721,74.25422047183984,0.6258252188277268,0.6249896192730251,739174484385.2021
"Coton en graine, non égrené",2015,669.0350220660217,26.9878698676843,3.196072264417395,73.91203868879174,0.5770995182483135,0.5912330793518025,678154392745.694
"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2017,5142.6940050063595,25.92903088953133,3.980694593145214,77.05631058055671,0.6563946517135402,0.6642917309168951,793693407756.6097
Riz,2022,1656.6621792046842,24.69082167187146,4.948430943711369,77.55861792576819,0.6608300655173226,0.6529577850631577,955337051536.8322
Arachides non décortiquées,2016,674.073273637415,26.45213549659596,4.133235867524442,72.71316547162803,0.6364683027594568,0.6146735297314012,735789641174.0444
Noix de karite,2016,3967.9502559700463,25.909784108054467,3.9414491031404846,76.5016350870916,0.6230141067333373,0.6060103566993421,722662281566.6617
Noix de coco,2022,3764.917896926203,26.7068866545742,4.908397968181039,77.4979579598332,0.6796684161071993,0.6693994252391025,940161139933.3616
"Noix de muscade, fleur de muscade, cardamomes, crues",2023,1062.0295253504937,25.352384107409854,4.64324737523632,76.99942210081574,0.6858280155691844,0.7073863825106512,1003002359603.6951
Bananes,2015,12026.791676642675,26.810727015921383,3.057360494720099,75.66561945350891,0.5786550239128556,0.5841843367784261,670275674140.3236
Noix de karite,2020,4129.140235505916,24.806778130233333,4.989976401084656,79.993880323361,0.7225809545028383,0.7281606479621567,857939631696.394
Tabacs bruts ou non fabriqués,2016,437.0370432260604,26.39299155473583,3.9884345303826843,71.57148748543706,0.6274502793197639,0.644513071502363,741837879220.0765
"Huile, noix de palme",2021,8605.270948482448,26.446497663344033,3.857822981610099,79.33136804908561,0.673330993086628,0.7197031808083214,887199078616.2058
"Autres espèces cultivées stimulantes, à épices et aromatiques, n.c.a.",2022,981.5538025418803,25.79307034242316,5.1604297549504,81.00465393156719,0.6284315068493149,0.690304824461848,952066239177.9974
Maïs,2017,1263.1265373501221,26.04588158783718,4.087801433476328,76.4639959498504,0.6498301483980146,0.6513337903621395,781297331619.1688
"Café, vert",2020,518.3821065877064,24.930773743947316,5.059994086067161,79.23669215898639,0.6968119183331993,0.7348225095483347,871172516830.448
Autres légumes frais n.a.c.,2023,5187.823112750417,26.53403079982344,4.686319682509627,77.33225389145323,0.67886074390343,0.6898861488164263,1003491045433.7219
"Coton en graine, non égrené",2020,681.1584385902975,25.40088088782969,4.93432676746672,77.59996371605527,0.7045618975171879,0.7615804599160172,860089962942.1884
Taro,2023,3252.6,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
"Huile, noix de palme",2020,8859.508364076586,25.128504957639056,4.836203358677625,81.03982585449101,0.7236533660755687,0.7498878091970005,854001715078.8113
Arachides non décortiquées,2015,655.0785363638288,26.134295146157953,3.1131993433041085,72.49905956290372,0.5918837869461362,0.5807724540323386,679148895678.1312
Autres légumes frais n.a.c.,2021,5073.496659550611,25.193642295312852,3.899855743215472,77.94473130582122,0.6616808408530754,0.6811438311597837,902819778866.491
Taro,2020,3109.7,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Tomates, fraiches",2021,4303.476189034666,25.631102701808324,3.8942598461677,76.56933360627555,0.6910407728031887,0.6842878920260972,890342464420.7948
Mils,2020,584.3921576943399,25.454799371048846,5.061730450918864,80.79261123549537,0.7320698877003111,0.7276866842929633,850369710432.5822
Autres fruits n.a.c.,2019,5655.906938677561,25.822737150248646,5.07915821687669,77.99171571998727,0.7335826259111903,0.7373090159585267,857055319057.2916
Haricots secs,2015,481.8398276657497,26.360087216672394,3.1709717150011874,72.64727097430641,0.5770452211672901,0.5920744621442462,680100415893.4122
Fonio,2023,883.3765443933083,26.073123788699355,4.592310340324863,77.58705923963065,0.6803637700191628,0.6921810001546483,1005021805278.9412
"Huile, noix de palme",2019,8718.51980765404,26.44884257828277,4.917543814859821,81.00711484167519,0.7090661281087025,0.7217755605676718,867420123342.2184
"Huile, noix de palme",2015,8584.475934740716,26.30403855032513,3.192384466715133,75.63538998282414,0.5832290777388462,0.5845904612280134,683127976519.7096
Ignames,2023,8794.16773472468,26.066041409529138,4.390519366383655,77.49430183798435,0.6667912044265546,0.6954634124334133,995291226023.4293
"Cacao, fèves",2023,997.1291970030945,26.95069031647952,4.415502117447445,77.72175156700557,0.6911503151715536,0.6860668958581668,1007280513355.6919
Graines de ricin,2016,77.85622863960317,26.642176128595576,4.158225656312737,75.2977690651915,0.6339715805136918,0.6205423710881468,729228631657.4976
Autres fruits n.a.c.,2017,5464.193690154718,25.7576560636637,4.206700537266658,77.33286251186662,0.64647356169264,0.6588469384107775,787773936934.6263
Taro,2022,3115.2,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Arachides non décortiquées,2017,747.5531859784164,25.710196352764775,4.003120706935429,75.92892383902841,0.6712667969726198,0.6817366972923359,785391017297.2048
"Manioc, frais",2017,3928.619639671983,26.878377417005225,4.081547173299523,77.60385609790542,0.6525864289344678,0.6585269185582227,779273435246.5831
"Noix de muscade, fleur de muscade, cardamomes, crues",2016,1008.7992294141704,26.11591022674042,4.036592301773413,74.053629606356,0.6206440730360296,0.6151993029297093,741067899857.4457
Graines de ricin,2018,74.76414617398261,26.50371841311441,4.4529615514625185,77.26668156469297,0.6912399394079151,0.692753048545741,818386583892.7302
Autres légumes frais n.a.c.,2015,5116.449326527101,26.85667457011352,3.1878345825225103,73.17273041086693,0.605235476710933,0.5710543198988958,660994249786.7328
Choux,2021,11644.782107539715,25.704191270413645,4.00494646718354,78.09178359440358,0.669866721748738,0.6930038830679415,912854369507.567
Noix de karite,2016,3802.7866856488617,26.31139363429238,4.076259401001552,74.29626655850875,0.6423093113448597,0.6355389453870794,739494549827.6788
"Tomates, fraiches",2022,3963.2321890297153,26.07447500193649,5.001430354817967,79.82972459683795,0.6660583822342104,0.6645830905997805,950581587430.6158
"Autres espèces cultivées stimulantes, à épices et aromatiques, n.c.a.",2015,1055.9136688432677,25.64425000283988,3.1990326714760564,74.74588424989626,0.5705688870109282,0.5681438982828272,685452691429.1927
Noix d'acajou non décortiquées,2021,1522.7051297742278,26.02868449599689,3.923054369056758,78.4182927698018,0.6399356164383561,0.7027133193471404,904826845035.6532
"Coton en graine, non égrené",2016,908.2925680876646,26.765475777128678,3.913574681896735,73.67220466500986,0.6347483761427326,0.6141770419164304,733713521057.4049
Oranges,2021,4492.09350253706,25.582379767171485,3.8371298209609463,78.7531658710927,0.6851889332217064,0.6867457632869197,886903984433.4644
Haricots secs,2016,485.2933361487385,26.74636593128683,4.0000423626547015,72.27935995820624,0.6299223809668255,0.6330026179475432,723969899148.755
Bananes,2016,13084.962291944375,26.373659361373775,4.091248280413203,72.98199814723455,0.6038978981851061,0.6235161988304058,736579062891.1184
"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2015,417.0311966531828,26.022740523548,3.1425927484386813,73.12900864106724,0.5832286636310136,0.5795199740542777,684063228820.3953
"Autres espèces cultivées stimulantes, à épices et aromatiques, n.c.a.",2023,1018.6282383555507,26.62272523716046,4.410258202224251,82.06687808219178,0.6823642333755063,0.6846944858978776,1018665054315.3318
"Pois bambara, secs",2017,764.5175777113434,26.740277343774704,4.081556953837925,75.04191519734826,0.633948835036614,0.6382896554281777,784920298660.5886
Haricots secs,2021,527.2878719548166,26.067605993234473,3.9075394624297437,79.25184638290374,0.6522548922345914,0.7099915278118196,883724569042.2345
"Manioc, frais",2017,3996.084910776641,25.50710614178012,3.9344529082575295,78.93924887005382,0.6594879685764813,0.6497639945869762,778914422184.8171
Ignames,2021,9352.682190868545,25.515734190741426,4.011383476054431,77.84521945119333,0.6613867957816673,0.6819962524549411,899315834025.6387
"Café, vert",2020,496.58489185582863,25.771472667595408,5.0379706077033175,78.61671293434922,0.7030733354419891,0.7596122512460076,855583988630.4004
Autres fruits n.a.c.,2022,5710.2,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
"Tomates, fraiches",2018,4093.039972217638,25.663022332369586,4.427301844932419,77.48644723572794,0.6965999396045649,0.6644985985264369,819220818708.639
Graines de ricin,2019,79.86852811480549,26.639080028566767,4.8399807499264496,79.4977068069304,0.7178935002148203,0.7482430316262836,863508255980.5181
Choux,2020,10806.35031225185,24.942063709064627,5.091783588950414,76.33720338680348,0.7273649242789548,0.7527012719254513,852495209018.3835
Mils,2021,562.7560889498578,26.730656152396396,3.9529197921416417,77.91869148040978,0.6647107737462827,0.6834236768431683,897237323794.3702
Sorgho,2018,822.6400228411795,26.90114383561644,4.374801126480745,77.6256559181423,0.6912804849936377,0.6975967196492278,814997906593.0278
