Produit,Année,Rendement_kg_ha,T2M,PRECTOTCORR,RH2M,GWETROOT,GWETTOP,Valeur_Ajoutee_Agricole
Autres fruits n.a.c.,2023,5670.5,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Autres légumes frais n.a.c.,2015,5073.9,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Autres légumes frais n.a.c.,2016,5080.4,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Autres légumes frais n.a.c.,2017,5086.0,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Autres légumes frais n.a.c.,2018,5086.5,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Autres légumes frais n.a.c.,2019,5093.9,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Autres légumes frais n.a.c.,2020,5100.1,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Autres légumes frais n.a.c.,2021,5105.2,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Autres légumes frais n.a.c.,2022,5105.2,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Autres légumes frais n.a.c.,2023,5109.9,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Bananes,2015,12417.0,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Bananes,2016,12605.7,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Bananes,2017,12745.1,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Bananes,2018,12885.4,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Bananes,2019,13030.0,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Bananes,2020,13182.2,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Bananes,2021,13317.2,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Bananes,2022,13469.5,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Bananes,2023,13606.7,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
"Cacao, fèves",2015,917.9,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
"Cacao, fèves",2016,957.8,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
"Cacao, fèves",2017,985.4,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
"Cacao, fèves",2018,1019.6,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
"Cacao, fèves",2019,1053.1,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
"Cacao, fèves",2020,1080.8,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Cacao, fèves",2021,1117.4,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
"Cacao, fèves",2022,1125.2,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
"Cacao, fèves",2023,986.8,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
"Café, vert",2015,366.9,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
"Café, vert",2016,381.8,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
"Café, vert",2017,448.0,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
"Café, vert",2018,454.7,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
"Café, vert",2019,499.3,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
"Café, vert",2020,515.5,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Café, vert",2021,529.0,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
"Café, vert",2022,566.1,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
"Café, vert",2023,525.3,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Ceréales n.a.c.,2015,940.0,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Ceréales n.a.c.,2016,846.7,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Choux,2015,10673.5,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Choux,2016,11322.7,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Choux,2017,10962.4,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Choux,2018,11448.8,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Choux,2019,11166.7,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Choux,2020,11190.6,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Choux,2021,11266.6,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Choux,2022,11207.6,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Choux,2023,11221.6,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
"Coton en graine, non égrené",2015,721.5,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
"Coton en graine, non égrené",2016,869.7,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
"Coton en graine, non égrené",2017,680.1,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
"Coton en graine, non égrené",2018,764.3,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
"Coton en graine, non égrené",2019,645.5,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
"Coton en graine, non égrené",2020,681.3,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Coton en graine, non égrené",2021,734.5,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
"Coton en graine, non égrené",2022,670.0,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
"Coton en graine, non égrené",2023,659.0,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Fèves de soja,2015,635.8,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Fèves de soja,2016,603.1,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Fèves de soja,2017,694.3,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Fèves de soja,2018,751.8,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Fèves de soja,2019,796.5,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Fèves de soja,2020,851.5,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Fèves de soja,2021,1020.7,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Fèves de soja,2022,1020.4,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Fèves de soja,2023,989.4,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Fonio,2017,621.5,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Fonio,2018,852.0,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Fonio,2019,891.0,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Fonio,2020,861.1,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Fonio,2021,858.6,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Fonio,2022,859.8,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Fonio,2023,875.5,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Graines de ricin,2015,82.1,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Graines de ricin,2016,77.8,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Graines de ricin,2017,79.0,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Graines de ricin,2018,79.6,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Graines de ricin,2019,78.8,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Graines de ricin,2020,79.0,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Graines de ricin,2021,79.2,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Graines de ricin,2022,79.0,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Graines de ricin,2023,79.1,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Haricots secs,2015,490.7,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Haricots secs,2016,464.2,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Haricots secs,2017,539.4,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Haricots secs,2018,548.0,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Haricots secs,2019,521.4,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Haricots secs,2020,527.2,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Haricots secs,2021,540.5,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Haricots secs,2022,549.0,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Haricots secs,2023,565.7,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
"Huile, noix de palme",2015,8672.7,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
"Huile, noix de palme",2016,8682.9,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
"Huile, noix de palme",2017,8685.6,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
"Huile, noix de palme",2018,8680.1,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
"Huile, noix de palme",2019,8675.6,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
"Huile, noix de palme",2020,8652.4,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Huile, noix de palme",2021,8680.6,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
"Huile, noix de palme",2022,8234.8,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
"Huile, noix de palme",2023,8242.1,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Ignames,2015,9027.1,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Ignames,2016,8938.5,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Ignames,2017,9118.8,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Ignames,2018,9150.3,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Ignames,2019,8949.0,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Ignames,2020,9034.6,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Ignames,2021,9037.1,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Ignames,2022,9043.9,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Ignames,2023,8965.5,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Maïs,2015,1389.5,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Maïs,2016,1223.5,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Maïs,2017,1230.8,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Maïs,2018,1239.6,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Maïs,2019,1227.1,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Maïs,2020,1226.0,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Maïs,2021,1230.2,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Maïs,2022,1253.8,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Maïs,2023,1253.7,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
"Manioc, frais",2015,3916.9,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
"Manioc, frais",2016,3799.5,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
"Manioc, frais",2017,3901.1,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
"Manioc, frais",2018,3980.8,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
"Manioc, frais",2019,3949.8,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
"Manioc, frais",2020,3938.1,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Manioc, frais",2021,3977.8,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
"Manioc, frais",2022,4013.1,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
"Manioc, frais",2023,3924.4,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Mils,2015,798.8,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Mils,2016,628.9,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Mils,2017,593.1,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Mils,2018,591.3,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Mils,2019,587.7,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Mils,2020,600.1,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Mils,2021,593.1,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Mils,2022,594.7,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Mils,2023,743.6,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Noix d'acajou non décortiquées,2015,1500.6,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Noix d'acajou non décortiquées,2016,1471.8,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Noix d'acajou non décortiquées,2017,1469.2,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Noix d'acajou non décortiquées,2018,1476.7,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Noix d'acajou non décortiquées,2019,1487.2,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Noix d'acajou non décortiquées,2020,1504.0,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Noix d'acajou non décortiquées,2021,1538.8,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Noix d'acajou non décortiquées,2022,1520.4,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Noix d'acajou non décortiquées,2023,1527.3,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Noix de coco,2015,3308.1,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Noix de coco,2016,3656.5,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Noix de coco,2017,3769.9,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Noix de coco,2018,3835.5,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Noix de coco,2019,3825.4,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Noix de coco,2020,3799.7,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Noix de coco,2021,3615.3,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Noix de coco,2022,3654.5,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Noix de coco,2023,3674.1,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
Noix de karite,2015,3964.6,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
Noix de karite,2016,4038.8,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
Noix de karite,2017,4115.5,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
Noix de karite,2018,4198.0,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
Noix de karite,2019,4268.0,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
Noix de karite,2020,4149.6,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
Noix de karite,2021,4178.3,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
Noix de karite,2022,4340.2,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
Noix de karite,2023,4336.6,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
"Noix de muscade, fleur de muscade, cardamomes, crues",2015,958.1,26.17372602739726,3.1834246575342466,73.75301369863013,0.5778356164383561,0.5891506849315068,676983748351.848
"Noix de muscade, fleur de muscade, cardamomes, crues",2016,983.2,26.544808743169398,4.076065573770491,73.88571038251365,0.6231967213114754,0.6228142076502732,733416000000.0
"Noix de muscade, fleur de muscade, cardamomes, crues",2017,1004.1,26.162273972602737,4.066109589041096,76.52139726027397,0.6475342465753424,0.6606301369863014,783338000000.0
"Noix de muscade, fleur de muscade, cardamomes, crues",2018,1024.6,25.62013698630137,4.461972602739726,78.10038356164384,0.6793150684931507,0.6943835616438356,819305083628.113
"Noix de muscade, fleur de muscade, cardamomes, crues",2019,1045.0,25.842027397260274,5.005041095890411,79.60054794520548,0.7189589041095891,0.731013698630137,864816063151.685
"Noix de muscade, fleur de muscade, cardamomes, crues",2020,1019.3,25.55327868852459,5.009398907103825,78.95647540983606,0.7270218579234972,0.7411475409836066,856967581267.048
"Noix de muscade, fleur de muscade, cardamomes, crues",2021,1034.7,25.92775342465753,3.9432328767123286,79.31665753424657,0.6736164383561644,0.6907397260273973,892399651748.501
"Noix de muscade, fleur de muscade, cardamomes, crues",2022,1066.9,25.620328767123286,4.94627397260274,77.37772602739726,0.6615068493150684,0.6768493150684932,940020690899.395
"Noix de muscade, fleur de muscade, cardamomes, crues",2023,1065.7,26.15476712328767,4.51827397260274,78.15893150684931,0.6806301369863014,0.694904109589041,998973479941.652
